Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
3......8745.8...6....5.7.......3......5..14.........1..1.6..87...3.14.5..9......6,24,31,26,2,0,0,0,0,0,Intermediate,
5..71..38..1.9.4..93.4....7.6.......3......7.4......1.1......49.....8..5.5...6...,24,51,13,0,0,0,0,4,4,Expert,
...12.5..6...5.2.7..768...929.5...8........9...6...74..1.......974....5.8.2......,26,49,6,0,0,0,0,0,0,Easy,
4...9.6...6.17..25..75................4257..6......29.5...6...9..2...8.....4...7.,24,29,28,0,0,3,0,0,0,Intermediate,
..9.43..85....1.7...........7.4...2...8.37..4.4...5.13.........9.3.7..........4.2,23,63,17,4,0,0,0,2,2,Expert,
9.6..........5......86...9.....1..6..94..3..5.1......4...26..8..5..31.4.4.958...2,26,32,23,0,0,0,0,0,0,Easy,
...57839...........35...7.6.13.....7652...1......96...72..3...1...6.9.......8....,25,46,10,2,0,0,0,0,0,Intermediate,
....4...5..1......2.79........82...9.....12..1...7.48..5......6..6...89..7..6.1..,23,65,17,4,0,1,0,7,8,Expert,
743.......6......121....43.5......7..7.4..963............7.3....5..2.31.1.79....4,26,43,12,0,0,0,0,0,0,Easy,
.....3.....2......9...7..1........7.....423....7.1.4.8.169.7.3..4..2..6.2.8..19..,25,50,6,0,0,0,0,0,0,Easy,
.....8..6..7....1....1...52.......371.26...8.6.....2.....8....32.59631.8...2.1..9,27,47,7,0,0,1,0,0,0,Intermediate,
32....4...46.7.1....8.3......74.......3.81.6.2..6.....61..27.8....1..2.48....5...,27,32,22,1,0,0,0,0,0,Intermediate,
.4.3..5.8....6...9......2...64...7...9..28...8.....3.......9..6...2...7.28.4.5...,23,42,15,0,0,0,0,1,0,Expert,
...........69..415...1547...8.2.7.6....86.2.1........46.4.1.85.......6.9..2......,26,43,14,0,1,3,0,2,2,Expert,
3.9...5.42.7..3..9...7....1...21.......9.725....645......321...4.257.6.3.........,28,48,5,0,0,7,0,0,0,Intermediate,
.8.5.1.....1.27..857...........92..5.2.....378.51..2.9.4....8..1.9.4........5....,26,37,17,3,1,3,0,1,0,Expert,
..4.58.1.8.......4261.....9...9.7.......8..5.67............51..5.9...2..1...49.6.,25,40,16,0,0,0,0,0,0,Easy,
.8.7..4.....9.8.6.51..4...3.74.5.............1..68...7.....36.5.48.9....7.5......,25,43,13,0,0,0,0,0,0,Easy,
.5.....6.6..37.......9.2........6.2.9....467..4...73..........13...2.......1.9..5,22,46,13,1,0,0,0,0,0,Intermediate,
6....9.4.........34......9.9.8...2....25..1.....2....81.9.4.6..8......3...51.3...,23,46,12,0,0,0,0,0,0,Easy,
...9.6.8.5.8.7...........178.75...9...16.3.......8..2..5..........3.1.68...2..9..,24,35,22,0,0,0,0,0,0,Easy,
7........381......64....8.5..6...47.4...5169....7...53..4......59.........3.74..9,26,46,9,0,0,0,0,0,0,Easy,
3....462....8..3.....7.9......1.7.......9.24.....4..1..37......64...8..12......83,24,45,12,0,0,0,0,0,0,Easy,
4...7.89...8.6..57..52.....8.9..1....16.9758.........2...582...............6.91..,26,51,4,0,0,0,0,0,0,Easy,
3.5..1.6...6....4..1....3...4..2..53.6......927............9.17..2......7..43.5..,24,57,14,1,0,0,0,2,2,Expert,
.547.18.31....3.653....8..76.93.5.....3.946........9....14....9.....9...5......7.,28,49,9,0,0,1,0,2,2,Expert,
.92...5.3......1...63....892.916....6...53.72.3..8...........26..6.35....8....3..,27,38,16,5,0,1,0,0,0,Intermediate,
..76.9..26.1.7..5452...........4..7....5...1.......6...7.392.....6..5....43...2..,25,39,17,0,0,0,0,0,0,Easy,
...1..7.2..7...14..3.....5..8..........2.....25.6....36.271......1.45.....8..6.1.,24,51,22,2,0,0,0,2,2,Expert,
....8........2.7647..6.........3.1.5.487..3..2..1.........1.....3.84.2.7.81..6...,25,40,16,0,0,4,0,0,0,Intermediate,
...6..........386.3.1.98..48.4..9.5..9..1...87.....6.....3..7.........1.4..7.....,23,64,7,1,0,0,0,2,2,Expert,
..2.....9.43..9....1..367.2......6..1....4.35.3.....9.....2......4.93.56...5..27.,26,45,14,3,0,0,0,2,2,Expert,
....7.6.1..5.348..7..8....4.9.6....78..9.5.......8....6.....1....7......1.4..6.59,25,48,8,0,0,0,0,0,0,Easy,
..9.386...1..........625............1862.93....2.4.....3....9..82.3..4.1.....28..,25,47,9,3,0,0,0,0,0,Intermediate,
8..45.3.....6..48..2...7..1..3.2..58...7...........2.3.7..861.5...2...6........7.,25,45,11,0,0,0,0,0,0,Easy,
16....2....56.91..3.78................8..1.755..2..98..3....8518.9...62..........,26,52,3,0,0,0,0,0,0,Easy,
.....1......48....6.......381...6.....23....5.438..6.15..2...46.2.1....8.96...5..,26,66,15,5,0,0,0,8,6,Expert,
...2.17.3..9.86...12.3.9.6..91...2..2...3.5...6....3...1....9..68.....2.........5,26,52,17,2,1,1,1,4,2,Expert,
.96....14..35..2....13..9..7.5.........1.6.93........7...2.14...42....6.1........,24,39,18,2,0,0,0,0,0,Intermediate,
..9...46......2.1..87.1...93...78....6.2.4.........9.....1.....4.6...12.12.....78,25,34,22,0,0,0,0,0,0,Easy,
.6.....7.89.21...4.....3......7.9....4..82......36......1.3.89..26...4.3..9..4...,25,45,11,1,0,1,0,0,0,Intermediate,
........4.25..4...9..73..2...3.....1.193.75..7......9....5.....4.71.9..32.6..31..,27,49,24,1,2,2,0,4,2,Expert,
......23...6......97.4....85..379.....3.5.7.48......9......83....2.9...7...263...,25,43,13,0,0,0,0,0,0,Easy,
...5..84......695.1.......7..3..91.69..4.......615..3.3........7....8.6.6.....7.5,25,46,10,0,0,0,0,0,0,Easy,
.....72....24..8...51.........8...7...7.2..95....15..49...6.....162.....2.45.1...,25,42,13,3,0,4,0,1,0,Expert,
.492....7...5..9..1..7..23.5.79...4.2.1.....6....16.7.4.........3...2......1.5...,25,55,10,1,2,2,1,3,2,Expert,
2....71.84...9...51.6.4....9...2..1.......924...........5.624...1.....97.9.7...6.,26,26,31,0,0,1,0,2,2,Expert,
.1.2.....7.9.......25.7.1.....5.9.37...386.......1..56..382.79..........18.9.3...,27,41,13,0,0,0,0,0,0,Easy,
..........6....8..8..5..3.......2..1..9.7....275.9.63.1.7...2..35.2...69.....7..8,25,43,13,0,0,0,0,0,0,Easy,
.2.8.739.......78..1..6..5...85.....13.....7.6......2..96..2.....5.....2.....39..,24,40,17,0,0,0,0,0,0,Easy,
.........1..593.4..9.....6....4....6.....25..4...8.1....8..5..9..381..5.6.1.3...8,25,37,18,3,0,3,0,1,0,Expert,
...1873......4..27...3.....9.4.1.6..72...........9..12..792..6.3..46...8...8....4,27,49,5,0,0,0,0,0,0,Easy,
825.1......6..8.17...24....5...6.4...7..8.......3........42..7...46.1.53.17..3...,27,40,14,0,0,0,0,0,0,Easy,
.7...5.2.95..4..6.2.86.7.1.1...........5....47.....8..............29.......7.8652,24,44,12,0,0,3,0,1,0,Expert,
....97....7.8.43.....1.....4......8...82..9..51...3.72.2.7........35...9.....15..,24,52,16,1,0,0,1,3,2,Expert,
...3..9.........4141.8..3.27.9..8..5.2...3..884...2...5..9...74...1....9......15.,27,72,15,1,0,0,0,4,6,Expert,
..5...7.6..3..1....81..24.....573.4......8..2.5.6.........85.......1...8.4....2.7,24,41,16,0,0,0,0,0,0,Easy,
62..5..895.3.......9...2...93..25......8.....8..4..26...9......4..287...25..4....,26,42,13,2,0,0,0,0,0,Intermediate,
6..8.....3.1..785....3..71...52.....7......2.9.6.......82.1..9.5......82.9.....3.,25,46,10,2,0,0,0,0,0,Intermediate,
8...4.92...3.....5...6.....9.5..1....4.....8628...5.9....1.....5....92...1.......,22,42,16,0,1,4,0,1,0,Expert,
.9.65.2.1.5...2.3.73...8....8.5..1......8.3..2...91..7..9.6..........5.6.2.3.....,26,40,14,3,1,2,1,1,0,Expert,
58..1......24..1.3....62.8....3472..6.........1..5.........45.7..3.28.....6......,24,48,9,0,0,2,0,0,0,Intermediate,
5.1..7.2.......63.6....5....9.374...1.6.2...742..1..........47.............4..51.,24,48,9,0,0,0,0,0,0,Easy,
....1..........3..81.926..55.........68...123..4..38.6..1..54.2...1.2..8...6.....,26,50,5,0,0,0,0,0,0,Easy,
.4..8......972.6.1..69..7.3.73.48..2.6..7.....1..36.7..........83.....2...1...9..,27,41,13,2,0,1,0,0,0,Intermediate,
9.7......1285.3....5..2......53.678.............19.....8.6...51..62..97.....5....,25,55,14,1,0,1,1,4,4,Expert,
........167..2..3.2.364.......8.............7...3.29....1.362...8.1.7.4...7......,23,38,20,0,0,0,0,0,0,Easy,
5.3....9...9.6.5.7.28.4....6..7.....4.72853...5...4...8...76.....5.....3...3.....,26,72,1,1,0,0,1,4,4,Expert,
.1.8.29..7.29.....69..1..3.86.....2...1..7......15.3....62.....5.7..1..6.3.......,26,38,17,2,0,2,0,0,0,Intermediate,
......5.47.58..3...1.....7..8352.6....468...3.2.7.1..........6.......438.6....7.5,27,61,4,0,0,0,0,3,2,Expert,
..5..1..4....3.6....3..45...8......9.32.6.....9..8..2....39..1.4..5...8..2.......,23,76,26,5,0,0,0,7,8,Expert,
..9...6.....9.1...4..67..9..1...9..5..3.15............371..24...25..73...6.....29,26,59,5,1,1,2,1,2,2,Expert,
...81.....5.....8.......265..42.1.3.3.274....5..6.8..1.3...2.1.8.1...7...2..8....,27,33,21,0,0,0,0,0,0,Easy,
.2.4..6.8.3...1.9...68...714...29.....2...8..9...........7....3....631..68.2.....,25,42,13,2,0,0,0,1,0,Expert,
.842.....1..57...4...8.32.....7..8.1...1..79...8.....3..53.......3..9..2.9.....7.,25,40,16,0,0,0,0,0,0,Easy,
...........3.....1...9.1....2..7..9..4.....23...2.54...9..8...4..5....82.7249..3.,24,45,12,0,0,0,0,0,0,Easy,
.9..63..213...596...4.2.1..38..1..9.5..8................5..6.1.8.6....354....8...,27,64,16,1,1,2,0,3,2,Expert,
56...............4942.......3......9..65......7..4.6.1.5..6...72..41.5......9.1..,23,43,15,0,0,0,0,0,0,Easy,
.3.18..7..89...3..7.45...9.5.6....8....4..1................18..4...7..65......9..,23,52,5,1,0,0,0,1,0,Expert,
.....1.....2.....4...6827..375.1...2.1.3.68..4...2...7...8..2...8.....7.....5.6..,25,41,15,0,0,0,0,0,0,Easy,
4.9........3.8..1.18..24.3..9..7..8.2.....5.4...5...27....4.....479.......8..1...,25,34,21,1,1,3,0,1,0,Expert,
...5.......6....9......9.41.65..3....2914.56..8....2.4............2..6.9...6.8.52,25,91,16,0,0,1,0,9,10,Expert,
....6..7..5...8...34..7.8.9..8...7..7....19..96.......69...4.....59..31...3.8....,25,64,11,2,0,2,0,3,2,Expert,
....91.4.24......8......6......4.1..9....6..33...1.7941......3..98...2.77..8.....,25,36,20,1,0,2,0,0,0,Intermediate,
...6.7..4....5....4...92......275..91.24....65.7........4...3..9...1.6..2.69..5..,26,36,19,3,0,1,0,0,0,Intermediate,
92.6..5......2..7...8.79.4..9.41............2.5...69.8.65......27.........41.....,24,52,18,1,0,0,0,5,2,Expert,
97..41...1.6.........3.....5....9........586..9..17.....8.7...5.....6....17.....4,22,72,14,3,2,3,1,2,2,Expert,
.........2.935..8..1......3....41.251.....6...5.......9..42.8...4..359....81.6.4.,26,93,28,2,1,1,1,10,18,Expert,
.2..4...86..5..4.18....26....8.1.....9....1...46.5329....6.....9..4.....5....9.6.,26,35,19,2,0,1,1,1,0,Expert,
..3.4..5....63.........1...81.9.......5..4....391....464..8.5.1...2...4.5....9.38,26,47,21,4,2,2,0,2,2,Expert,
.4.5..73...9.4....5.1..8...1.3..2.9.2...9.3...574..1.....9.7..4............1.5.2.,26,33,22,1,0,0,0,0,0,Intermediate,
......659..159.3..7....68......39......1......69.8...28......3.2...5..6.........1,23,46,10,1,0,1,0,2,0,Expert,
..5....47.6..932..34..2.........6..2.....5......28.9......64.5..5.7.......8...7..,23,57,12,0,1,0,1,3,2,Expert,
......75.....5...9.2.6......6..7...52.39..1...173.............18...3.56..9.1.7..2,25,35,21,3,0,0,0,0,0,Intermediate,
.857..6..3..2.............54....93....7362.8......5....9..8.4..6.3...92........3.,24,36,21,0,0,0,0,0,0,Easy,
......53...2.......3..5.672.691...5...1.2.7...7...68.3.............7.92..23.8...6,26,52,14,1,1,1,0,2,2,Expert,
5.7..1...4.........28..7.43....1.2....93..1......7.59.7..9...58.........854.3....,25,44,12,3,0,1,0,0,0,Intermediate,
....8.....1.94.528.5....6..584.9......2......96..31..4...8..43..2.35.8......1....,27,102,17,3,2,2,0,6,8,Expert,
3.....5.4..4.6....79.5..3.8.........1..4.5.9.5....9.7.4..9.1.......8......63.71..,25,35,20,1,0,1,0,1,0,Expert,
.57.294...21.4......6.....7....948.5..4..7.9..6.2.51..................48...81....,25,43,13,1,0,0,0,0,0,Intermediate,
..3...271...............983..6.91....4..8..6..283.7........6...16...24...8....72.,25,53,3,0,0,0,0,0,0,Easy,
..3.1......7.5......4...9.2.2......38.15.7......19.....5.2.....1..87..39..843....,25,47,9,0,0,0,0,0,0,Easy,
15...68..3.....14..2........1....4...3.8..2..8.53........591..6..2..3..8.9..6....,25,40,15,0,0,0,0,1,0,Expert,
....6.5......93.21.7.5..6.3.5....91...2....47.3........2.....5...1.37..4.....4...,24,38,19,0,0,0,0,0,0,Easy,
5.9..6.31.7.......6.....8...9..2..1738...1.96.........2.....1.......8.7...3.5..29,25,44,12,0,0,0,0,0,0,Easy,
5.....9......4..6....1.3.2...5.2.4...3...1....41..6.83.....8..2...5....6..3.69..8,25,47,9,1,0,0,0,0,0,Intermediate,
.7.5.8.....3..7.422..43.6..968......7...92.....48......8.3...2......9.6.5.9.8....,27,54,0,0,0,0,0,0,0,Simple,
8..7..............7.....6.4..94....75..9.73.6..3...5.91...8..5..3....1..6.814.7..,26,51,4,0,0,0,0,0,0,Easy,
1...897.....5.7..24...6..5.9..71.4....2.....1..........9.1....6.5..48...7.1.2....,25,40,16,0,0,0,0,0,0,Easy,
.43.75......2.16.321......5.79.......5...3..1...4..2..7..56.....6.9.2...........2,25,39,16,0,0,3,1,1,0,Expert,
.9436.5..1...5.2.3.3.7....6.7.....1..2..4.3.9...9.....3.....1...4..96......53.9.7,28,36,22,1,0,0,0,2,2,Expert,
3......81........6...62...36..........2...17.8......59.7..5.93..3.87....5..21....,24,50,7,0,0,0,0,0,0,Easy,
.2..3...........4...75..8.1....7.3..........21..3657..38.......65.2..483....4...6,25,33,23,0,0,0,0,0,0,Easy,
7...16.95.........351........7...5695......7....2...34..9..21......3..471.4.7....,26,53,2,0,0,0,0,0,0,Easy,
17.9......8..1....96..52.7...25..3.9......8..7.......5....2..93...17...8.......1.,24,33,24,0,0,0,0,0,0,Easy,
..3.....7......5.8......6...5297....1...5..9...963.1.576..9..81......9....1528.7.,28,44,13,1,0,0,0,4,2,Expert,
...35....783...4..1....4...9.47.6.58.3.....41..6...3............79..1....6.4..13.,26,38,16,2,0,1,0,1,0,Expert,
.6.2.87...1..5.64.5...6.3..............524.1..3...7..83.4......7..8.1......6.....,24,42,15,0,0,0,0,0,0,Easy,
...4........5..7...31.96..........98.79.8.6.........3...3...564..731.9..9...4....,24,55,2,0,0,0,0,0,0,Easy,
..9..4....38..954.75.83......3..28...........57.9...6.8..5......96.4.........6..7,25,46,10,0,0,0,0,0,0,Easy,
.....9.5.6.325..4..9.3461..2.6...5.....7..926....3...7......3...5.4.....94.......,26,31,24,1,0,0,0,0,0,Intermediate,
.....13..9.34..1.56....39.4.7......8.895.....5...1....3.4.....971.8.9........4...,26,34,21,1,0,0,0,0,0,Intermediate,
.16..3..93..5.6.......4.........5.9.14.2.......2....6....7....572.1.4...5.4.....3,24,82,20,1,0,1,0,7,8,Expert,
..1.......9..4....4..79..6....6..47....934.......7..2..8....6.16......32..72.1.9.,25,35,21,0,0,0,0,0,0,Easy,
918...64.4.............1.87..3.7.8..5........8.7.6........4.76..4..59........8.34,25,40,16,0,0,0,0,0,0,Easy,
.2.6...4..7.1..6...4...25179.57.6...71.9.532.6....4..5.....1...........4......2..,27,54,0,0,0,0,0,0,0,Simple,
..37..1......4.7......65......4..2....9....1....2379.6....2643.2.637...14..9.....,27,49,5,0,0,0,0,0,0,Easy,
..4.5.....3.4..78......156...7...24.4.58.2....8........5..3..7....71..........823,25,166,30,4,0,3,3,15,22,Expert,
.319........6..1........23.6.58..94..........1..........3.9.6..54.2.681...61.8..9,26,41,14,0,0,0,0,0,0,Easy,
9.547.....4..3......8.1.37....6..9..4.3........1.........86....8..9..7.1.59..168.,26,45,10,0,0,0,0,0,0,Easy,
...8975..6..35.2.4..3.........4...9............978.3.5...2..94..........4....6.83,24,55,2,0,0,0,0,0,0,Easy,
1.58..9..7...9.8.......5..248...........5...7....74....2.5.....8....9.343..7...1.,24,45,12,0,0,0,0,0,0,Easy,
..8.4..26..4..19..1..6.......1..6..2.7..2...9......8..7.....4...1...8...82....65.,24,54,30,3,0,3,0,6,10,Expert,
..6..9....51....674.........6..23......96134..........1....7.9..73...4..2.9..6...,24,42,15,0,0,0,0,0,0,Easy,
.6..2..1872.......1........4.6.1..8757.4......8..6......2.78...94............5..1,24,50,7,0,0,0,0,0,0,Easy,
31...4........5.4...7...3...48....7.5..4..19.....8.....75....24.........82..7..5.,23,36,22,1,0,4,0,0,0,Intermediate,
..6............87..1.3.......724...5.8..6.42..6.5..3.7.......1.....7463.13...2...,25,59,14,4,0,1,0,2,2,Expert,
......35...1.8....2....9...1.8......52.3..8.1...4.......3....9.4....1.7..8..45...,22,66,25,3,1,6,1,5,4,Expert,
..3.8.9.45...2......73.582..5.7..........4.3.7.18.324..........4..5....99.......1,26,42,11,3,0,0,0,2,0,Expert,
...3....197......2..47.8...3.264...81........74..936.....9.....23.4...9.....17...,26,41,14,0,0,0,0,0,0,Easy,
6.......4.9....81...2.8..9.1..6..9...63..4..89...12.5....4.........5...2...9..58.,25,62,17,5,0,2,1,5,4,Expert,
49.3...7.....78....1..5......34...298..1......54......7.....2.35...1....3.2..94..,25,47,19,1,0,0,0,2,2,Expert,
.....1.4.2...7....3..46....6.7....9.13...6..5.......3774.1.......5..71...1.3.....,24,47,22,0,0,0,0,2,2,Expert,
.....38..5..92...66..1.....1.2.5.36..6...9.5......1.9.27...............3....36.17,25,34,22,1,0,0,0,0,0,Intermediate,
.69...5..2.........35...19...2.9.....41....2.8...4...........89...9.2..5.135...4.,24,33,23,2,1,3,0,1,0,Expert,
.354..7..71.8....4....6...........8...4.....9.5...6.1.....3....86..7.5....9.8..4.,23,65,19,2,0,1,0,5,6,Expert,
63...8...7.....1.4.419............4.96.8............2.8..1....72...9.36...9.....2,23,46,12,0,0,0,0,0,0,Easy,
.......8.1..........96..........78..8.53..2...63.59.1...7...952..8.2...7..6..51..,25,39,17,0,0,0,0,0,0,Easy,
3....16...92.4.7.1..7..2..3..6........1..3..4.....75..9.371...2.7...4...12.....5.,27,66,9,1,1,1,0,2,2,Expert,
5...1....1..6.8.....3....6....7.........347...2...51.4..65.....7...8..3..31.2...6,24,37,18,2,0,2,0,2,0,Expert,
35...4.28.4.8....72.7.....5.........73.28.....1..47.8..21.3....86...5...5..16....,28,47,6,0,0,0,0,0,0,Easy,
4.....85..7.....125.3.....48.....5.....9....7......12.3.84..2....483......275...3,26,42,13,2,0,0,0,0,0,Intermediate,
....14....8....3...645...78...4....28....6...5..781...7........4..23..5..3...7...,24,47,19,3,0,1,0,2,2,Expert,
.293.6..1........8.3149...7.....9...7...6..12..612.8...4....3....8.....99........,25,66,17,0,0,0,3,4,4,Expert,
..6.......7......248.23..579...4.........89....73.6..5..2....7....52...9...973..8,26,37,18,0,0,0,0,0,0,Easy,
.....187...16..9.5.8.3.5.....3.7.14....1...93..6.........8..7.........59..7.69.1.,26,66,21,4,1,0,0,6,8,Expert,
69.5.3...832..1.......6...87..1..8.3.........5......9.2..37......79....59.1..67..,26,46,9,0,0,0,0,0,0,Easy,
..6...5..4.59387.....6.1...8....5.1.5..4..8..9.47...3.......6.........97..7.....8,25,52,4,0,0,0,0,0,0,Easy,
.........6.851.3....764.9.13.5.......7....5...8......9....54..6.63.9.1.8.4...1.3.,27,35,18,3,0,0,0,1,0,Expert,
.1....89.....6..5........32.3.8...2...793..6..........75.....1319.6....5..35.82..,26,46,19,2,0,1,0,3,2,Expert,
5.........29.....1.......7.2..1..46.9.1..4.2..58.7.....4.85...7..7.9..5.1..4..2..,26,52,3,0,0,0,0,0,0,Easy,
..78..36.81.......3.421.............97.6...3..2......6..91.7.8......2...48.3.67..,26,45,20,0,1,0,0,2,2,Expert,
.2468....1....3...876.1......2...6..7.3..2..5...8.........31.87....4...2.1.5...6.,26,75,21,5,0,2,0,6,6,Expert,
........583.4.6....7........4..3.5.22...........7.8....126..3....72...54..4....67,24,33,24,0,0,0,0,0,0,Easy,
......84......9......1869......1.....7.348..1...7...3...4...21..6127...98..6....7,26,48,7,0,0,0,0,0,0,Easy,
...3.6...6..9....3....842......78129.2....647..........8...9.......2..6.9.....814,25,47,9,1,0,0,0,0,0,Intermediate,
....85....1...3.4.....2..8.5.3..6........4....6...132...8..2.941..6....5.4..9...2,25,47,9,0,0,0,0,0,0,Easy,
.2..4..98.78...4.....9..5.......52...9......7..4....3.3......84..1...7.545...7..1,25,55,1,0,0,0,0,0,0,Easy,
2..6.18.........2....3.84.6.245.......327...851.............6.36...5.....75......,24,48,9,0,0,0,0,0,0,Easy,
27..98.3..36.1..7...47...1..486..3...6....7.2..2.31..8....86.......746...........,28,39,14,0,0,0,0,0,0,Easy,
..5...9.8......4..........594.7.61.2....9......8.5.6...86..4....2.8..7.1.1.92..4.,26,51,4,0,0,0,0,0,0,Easy,
978..56.........1......6.5.856............79...7.18.2..8.........3.9.1..1...6..72,25,41,15,0,0,0,0,0,0,Easy,
....6.7.........4..7..156......871..86...3.....1.2......6......2.3.4.8.7..5.7..12,25,43,15,3,1,5,2,4,2,Expert,
376...1.....7.23.............7...9612.4.......6......8.3.12...9....487..6.9.7....,25,44,12,0,0,0,0,0,0,Easy,
5..894.6.......5..2.7.........9..4..94.7....8....85.2...2....4....51687.........6,25,39,17,0,0,0,0,0,0,Easy,
..73..4..4...612..3..48..761..2................6.7..1.2.31...64.......52.7.8.....,26,34,19,1,2,6,1,5,2,Expert,
..6.94.1.49.2.6.............681...7...76.......5.......529.....67...84........75.,24,38,19,0,0,0,0,0,0,Easy,
..356.8..8....45.....9.....6......7...8.39...5..1....4.7.....1...1.479.8...6.3...,25,59,18,1,0,1,0,5,6,Expert,
61.29..4.8.......9.2.3..6.....9...71....6743.....1......38......68..9....7......2,25,67,12,2,1,1,0,2,2,Expert,
3.1..6...7.65.12.........9......7....8.31....1..92536....6...3.....59..2....7...9,26,35,20,1,0,2,0,0,0,Intermediate,
.9.7.......7....9.1...5...4.16......3.9..6......12.....4.6........23.57.26.91..3.,25,43,13,0,0,0,0,0,0,Easy,
.....27.....6.9.2.....4...8...78....2.....3..5...94....4....6.5.6..5723...2.6..8.,25,47,9,0,0,0,0,0,0,Easy,
.7.3..16....589...43......9..96..4.1.1.94...7..............1...7.6..5....8.....7.,24,156,38,3,0,2,0,13,20,Expert,
....65...9.4372...8..4..........8.9...5......3.9.5.2..2...87..6..62......7..9452.,27,54,0,0,0,0,0,0,0,Simple,
....3.....4......77.81.4.......2.8....6.8.3.5.5.6...7..7.2.35.........1.182...6..,25,35,20,0,0,0,1,1,0,Expert,
7......3..683....9..296..15.9..1.8...8..7.3.23..5....12....................13...6,25,42,14,2,0,0,0,0,0,Intermediate,
